caseid,country,purchaselabel,gender,gender_rev,agegroup,ruralurban,GDP,BMI,children,numchild,education_rev,trustngo
7000001,1,0,2,1,5,2,36724.7,25.1,0,0,4,1
7000002,1,0,1,0,6,1,36724.7,25.1,0,0,1,1
7000003,1,0,2,1,5,2,36724.7,25.1,0,0,1,1
7000004,1,0,2,1,5,2,36724.7,25.1,0,0,9,0
7000005,1,0,1,0,6,2,36724.7,25.1,0,0,1,0
7000006,1,0,1,0,1,2,36724.7,25.1,1,1,10,0
7000007,1,0,2,1,3,3,36724.7,25.1,0,0,3,0
7000008,1,0,1,0,1,3,36724.7,25.1,0,0,10,0
7000009,1,0,1,0,5,2,36724.7,25.1,0,0,1,0
7000010,1,0,1,0,2,1,36724.7,25.1,0,0,8,1
7000011,1,1,2,1,2,1,36724.7,25.1,1,1,9,1
7000012,1,1,1,0,6,1,36724.7,25.1,0,0,1,0
7000013,1,0,2,1,5,2,36724.7,25.1,0,0,6,0
7000014,1,0,2,1,2,2,36724.7,25.1,0,0,8,1
7000015,1,1,1,0,3,2,36724.7,25.1,1,2,9,1
7000016,1,0,2,1,4,2,36724.7,25.1,0,0,7,0
7000017,1,0,2,1,5,1,36724.7,25.1,0,0,3,0
7000018,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000019,1,0,2,1,2,1,36724.7,25.1,0,0,7,0
7000020,1,0,2,1,4,1,36724.7,25.1,0,0,5,0
7000021,1,0,2,1,2,2,36724.7,25.1,0,0,9,0
7000022,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000023,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000024,1,0,1,0,2,1,36724.7,25.1,0,0,5,0
7000025,1,1,2,1,4,1,36724.7,25.1,1,1,9,1
7000026,1,0,1,0,3,2,36724.7,25.1,1,2,4,0
7000027,1,0,2,1,1,2,36724.7,25.1,0,0,7,1
7000028,1,0,1,0,2,2,36724.7,25.1,0,0,9,0
7000029,1,0,2,1,2,2,36724.7,25.1,0,0,9,1
7000030,1,0,1,0,5,2,36724.7,25.1,0,0,5,0
7000031,1,0,1,0,5,2,36724.7,25.1,0,0,1,0
7000032,1,0,1,0,2,2,36724.7,25.1,1,2,6,0
7000033,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000034,1,0,1,0,2,2,36724.7,25.1,1,1,5,1
7000035,1,0,2,1,4,2,36724.7,25.1,0,0,5,0
7000036,1,0,2,1,2,2,36724.7,25.1,1,2,7,1
7000037,1,1,2,1,4,2,36724.7,25.1,0,0,6,1
7000038,1,0,1,0,6,2,36724.7,25.1,0,0,1,0
7000039,1,1,2,1,5,2,36724.7,25.1,0,0,5,0
7000040,1,0,1,0,5,2,36724.7,25.1,0,0,5,0
7000041,1,0,2,1,6,2,36724.7,25.1,0,0,9,0
7000042,1,0,1,0,2,2,36724.7,25.1,1,1,9,0
7000044,1,0,2,1,3,2,36724.7,25.1,1,2,5,0
7000045,1,1,1,0,1,1,36724.7,25.1,0,0,9,0
7000046,1,1,1,0,2,2,36724.7,25.1,1,2,5,1
7000047,1,0,1,0,1,1,36724.7,25.1,1,2,10,0
7000049,1,0,2,1,4,3,36724.7,25.1,0,0,6,0
7000050,1,0,2,1,2,2,36724.7,25.1,1,2,7,1
7000051,1,0,2,1,6,1,36724.7,25.1,0,0,4,1
7000052,1,0,1,0,4,1,36724.7,25.1,0,0,9,0
7000053,1,0,2,1,2,1,36724.7,25.1,1,2,9,0
7000054,1,0,2,1,4,2,36724.7,25.1,0,0,4,0
7000055,1,1,2,1,5,1,36724.7,25.1,0,0,8,0
7000056,1,0,1,0,6,1,36724.7,25.1,0,0,6,0
7000057,1,0,1,0,6,1,36724.7,25.1,0,0,4,1
7000058,1,0,2,1,6,2,36724.7,25.1,0,0,2,1
7000059,1,0,2,1,2,1,36724.7,25.1,1,1,4,0
7000060,1,1,2,1,6,1,36724.7,25.1,0,0,5,0
7000061,1,0,2,1,2,1,36724.7,25.1,0,0,9,0
7000062,1,0,2,1,5,1,36724.7,25.1,0,0,8,0
7000063,1,0,2,1,6,3,36724.7,25.1,0,0,7,0
7000064,1,0,1,0,4,1,36724.7,25.1,1,2,9,1
7000065,1,1,1,0,3,3,36724.7,25.1,0,0,8,0
7000066,1,0,1,0,6,1,36724.7,25.1,0,0,5,0
7000067,1,0,2,1,1,3,36724.7,25.1,0,0,10,0
7000068,1,0,2,1,3,3,36724.7,25.1,1,2,9,1
7000069,1,0,2,1,4,3,36724.7,25.1,0,0,9,0
7000070,1,0,1,0,3,2,36724.7,25.1,0,0,5,0
7000071,1,0,1,0,5,1,36724.7,25.1,1,1,7,0
7000072,1,0,1,0,4,1,36724.7,25.1,0,0,4,0
7000073,1,0,2,1,2,2,36724.7,25.1,1,2,9,0
7000074,1,0,2,1,5,1,36724.7,25.1,0,0,6,0
7000075,1,0,1,0,2,1,36724.7,25.1,1,1,6,0
7000076,1,0,1,0,1,3,36724.7,25.1,0,0,9,1
7000079,1,0,2,1,2,1,36724.7,25.1,1,2,8,0
7000080,1,1,2,1,2,1,36724.7,25.1,1,4,7,0
7000081,1,0,1,0,1,1,36724.7,25.1,0,0,10,0
7000082,1,0,1,0,2,1,36724.7,25.1,0,0,7,0
7000083,1,0,2,1,1,2,36724.7,25.1,0,0,7,0
7000084,1,0,2,1,2,1,36724.7,25.1,0,0,9,0
7000085,1,0,1,0,2,1,36724.7,25.1,0,0,5,0
7000086,1,0,1,0,2,2,36724.7,25.1,0,0,9,0
7000087,1,0,2,1,3,2,36724.7,25.1,1,2,5,0
7000088,1,1,2,1,4,2,36724.7,25.1,0,0,7,1
7000089,1,1,1,0,5,2,36724.7,25.1,0,0,9,1
7000090,1,0,1,0,2,2,36724.7,25.1,1,2,9,1
7000091,1,0,2,1,2,3,36724.7,25.1,0,0,9,0
7000092,1,0,2,1,5,2,36724.7,25.1,0,0,3,0
7000093,1,0,2,1,5,2,36724.7,25.1,0,0,8,0
7000095,1,0,2,1,5,3,36724.7,25.1,0,0,1,0
7000096,1,0,1,0,1,1,36724.7,25.1,0,0,7,1
7000097,1,0,2,1,5,1,36724.7,25.1,0,0,6,0
7000098,1,1,2,1,5,2,36724.7,25.1,0,0,5,0
7000099,1,0,1,0,5,1,36724.7,25.1,0,0,7,0
7000100,1,0,1,0,5,2,36724.7,25.1,0,0,5,0
7000101,1,0,1,0,5,2,36724.7,25.1,0,0,1,1
7000102,1,0,2,1,2,2,36724.7,25.1,1,4,3,0
7000103,1,0,1,0,5,2,36724.7,25.1,0,0,1,0
7000104,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000105,1,1,2,1,5,1,36724.7,25.1,0,0,9,0
7000106,1,0,1,0,4,1,36724.7,25.1,1,3,4,1
7000107,1,1,1,0,6,1,36724.7,25.1,0,0,9,1
7000108,1,0,1,0,5,1,36724.7,25.1,1,1,6,0
7000109,1,0,2,1,3,2,36724.7,25.1,0,0,7,0
7000110,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000111,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000112,1,0,2,1,3,2,36724.7,25.1,1,2,9,0
7000113,1,0,2,1,2,2,36724.7,25.1,1,1,5,0
7000114,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000115,1,1,2,1,1,2,36724.7,25.1,0,0,9,1
7000116,1,1,2,1,4,2,36724.7,25.1,0,0,5,0
7000117,1,0,2,1,2,2,36724.7,25.1,0,0,8,0
7000118,1,0,2,1,1,3,36724.7,25.1,0,0,10,0
7000119,1,1,1,0,5,2,36724.7,25.1,0,0,4,0
7000120,1,0,2,1,2,1,36724.7,25.1,0,0,9,1
7000121,1,0,2,1,2,1,36724.7,25.1,1,2,9,0
7000122,1,0,2,1,4,1,36724.7,25.1,0,0,9,1
7000123,1,0,2,1,6,1,36724.7,25.1,0,0,5,1
7000124,1,0,1,0,6,1,36724.7,25.1,0,0,1,1
7000125,1,0,1,0,2,1,36724.7,25.1,1,2,3,0
7000126,1,0,2,1,4,1,36724.7,25.1,1,1,7,1
7000127,1,0,2,1,1,1,36724.7,25.1,0,0,6,0
7000128,1,0,2,1,1,2,36724.7,25.1,1,1,10,0
7000129,1,0,2,1,2,2,36724.7,25.1,1,2,6,0
7000130,1,0,2,1,2,1,36724.7,25.1,1,1,5,0
7000131,1,1,1,0,2,1,36724.7,25.1,1,2,9,1
7000132,1,0,2,1,2,1,36724.7,25.1,0,0,9,0
7000133,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000134,1,0,1,0,1,1,36724.7,25.1,0,0,5,0
7000136,1,0,1,0,1,2,36724.7,25.1,0,0,3,0
7000137,1,1,2,1,2,2,36724.7,25.1,1,1,7,1
7000138,1,1,2,1,4,2,36724.7,25.1,0,0,7,1
7000139,1,0,1,0,6,2,36724.7,25.1,0,0,4,0
7000140,1,1,2,1,4,2,36724.7,25.1,0,0,5,1
7000141,1,0,2,1,6,1,36724.7,25.1,0,0,2,0
7000142,1,0,2,1,2,1,36724.7,25.1,1,2,7,1
7000143,1,0,2,1,2,1,36724.7,25.1,1,2,7,0
7000144,1,0,1,0,6,2,36724.7,25.1,0,0,4,1
7000145,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000146,1,0,2,1,4,2,36724.7,25.1,1,1,4,1
7000147,1,0,2,1,5,2,36724.7,25.1,0,0,7,0
7000149,1,1,2,1,1,2,36724.7,25.1,0,0,10,0
7000150,1,0,1,0,3,2,36724.7,25.1,0,0,2,0
7000151,1,0,2,1,4,1,36724.7,25.1,1,1,4,1
7000152,1,1,2,1,3,3,36724.7,25.1,0,0,9,1
7000153,1,0,2,1,2,3,36724.7,25.1,0,0,7,0
7000155,1,0,2,1,1,1,36724.7,25.1,0,0,9,0
7000156,1,0,1,0,2,1,36724.7,25.1,0,0,7,0
7000157,1,0,2,1,5,1,36724.7,25.1,0,0,7,0
7000158,1,0,2,1,3,1,36724.7,25.1,1,1,8,0
7000159,1,0,2,1,3,1,36724.7,25.1,0,0,6,1
7000160,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000161,1,1,2,1,1,2,36724.7,25.1,1,1,4,1
7000162,1,1,1,0,4,2,36724.7,25.1,0,0,9,1
7000163,1,0,1,0,6,1,36724.7,25.1,0,0,9,0
7000164,1,1,2,1,4,2,36724.7,25.1,1,2,8,0
7000165,1,0,1,0,4,1,36724.7,25.1,1,1,1,0
7000166,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000167,1,0,2,1,4,3,36724.7,25.1,0,0,7,0
7000168,1,1,2,1,6,2,36724.7,25.1,0,0,9,1
7000169,1,0,1,0,5,1,36724.7,25.1,0,0,8,1
7000170,1,0,2,1,2,1,36724.7,25.1,1,2,9,0
7000172,1,0,2,1,5,1,36724.7,25.1,0,0,1,1
7000173,1,0,1,0,4,2,36724.7,25.1,0,0,3,0
7000174,1,0,2,1,3,2,36724.7,25.1,0,0,2,0
7000175,1,0,1,0,2,2,36724.7,25.1,1,1,6,1
7000176,1,0,1,0,5,3,36724.7,25.1,1,1,3,0
7000179,1,0,1,0,3,2,36724.7,25.1,1,2,7,1
7000180,1,1,2,1,6,3,36724.7,25.1,0,0,9,0
7000181,1,1,1,0,6,3,36724.7,25.1,0,0,7,0
7000182,1,1,1,0,2,3,36724.7,25.1,1,3,9,0
7000183,1,0,2,1,2,1,36724.7,25.1,1,3,5,0
7000184,1,1,2,1,3,2,36724.7,25.1,1,2,9,1
7000185,1,0,2,1,5,2,36724.7,25.1,0,0,9,0
7000186,1,0,1,0,3,1,36724.7,25.1,1,2,9,0
7000187,1,0,1,0,4,1,36724.7,25.1,0,0,7,0
7000188,1,0,1,0,1,1,36724.7,25.1,1,1,7,0
7000190,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000191,1,1,1,0,2,1,36724.7,25.1,1,1,9,1
7000192,1,0,1,0,6,1,36724.7,25.1,0,0,5,1
7000193,1,0,2,1,5,1,36724.7,25.1,0,0,8,1
7000194,1,0,1,0,3,1,36724.7,25.1,0,0,6,0
7000195,1,0,2,1,3,1,36724.7,25.1,1,1,8,1
7000197,1,1,2,1,5,1,36724.7,25.1,0,0,1,0
7000198,1,1,1,0,4,1,36724.7,25.1,1,1,2,0
7000200,1,0,1,0,4,2,36724.7,25.1,0,0,3,1
7000201,1,0,2,1,6,2,36724.7,25.1,0,0,4,0
7000202,1,0,2,1,3,1,36724.7,25.1,0,0,9,1
7000203,1,0,1,0,2,1,36724.7,25.1,0,0,7,0
7000204,1,0,1,0,6,1,36724.7,25.1,0,0,4,0
7000205,1,0,1,0,5,1,36724.7,25.1,0,0,1,0
7000206,1,0,2,1,4,1,36724.7,25.1,0,0,3,0
7000208,1,0,2,1,5,1,36724.7,25.1,0,0,8,1
7000209,1,0,1,0,4,1,36724.7,25.1,1,1,9,1
7000210,1,0,2,1,4,1,36724.7,25.1,1,1,5,0
7000211,1,0,2,1,1,1,36724.7,25.1,0,0,6,0
7000212,1,1,1,0,5,1,36724.7,25.1,0,0,5,1
7000213,1,1,1,0,4,1,36724.7,25.1,1,2,3,0
7000214,1,0,1,0,6,1,36724.7,25.1,0,0,3,0
7000216,1,0,2,1,5,1,36724.7,25.1,0,0,7,0
7000217,1,0,2,1,3,1,36724.7,25.1,1,2,7,1
7000218,1,0,2,1,4,2,36724.7,25.1,0,0,7,0
7000219,1,0,2,1,5,2,36724.7,25.1,0,0,5,0
7000221,1,0,1,0,6,2,36724.7,25.1,0,0,9,0
7000223,1,0,2,1,2,2,36724.7,25.1,1,1,9,1
7000225,1,0,1,0,4,2,36724.7,25.1,0,0,5,0
7000226,1,1,2,1,6,1,36724.7,25.1,0,0,5,0
7000227,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000228,1,1,2,1,4,1,36724.7,25.1,0,0,8,1
7000229,1,1,2,1,6,1,36724.7,25.1,0,0,4,0
7000231,1,1,2,1,5,1,36724.7,25.1,0,0,1,0
7000232,1,0,1,0,3,1,36724.7,25.1,1,1,1,0
7000233,1,0,2,1,2,1,36724.7,25.1,0,0,9,0
7000234,1,0,2,1,3,1,36724.7,25.1,1,1,6,0
7000235,1,0,1,0,4,3,36724.7,25.1,1,1,9,1
7000237,1,1,2,1,4,1,36724.7,25.1,0,0,6,0
7000238,1,1,2,1,5,2,36724.7,25.1,0,0,7,0
7000239,1,1,2,1,2,2,36724.7,25.1,1,1,9,1
7000240,1,0,1,0,4,2,36724.7,25.1,0,0,6,0
7000241,1,0,2,1,4,1,36724.7,25.1,0,0,5,1
7000242,1,0,2,1,2,1,36724.7,25.1,1,2,9,0
7000243,1,0,1,0,5,1,36724.7,25.1,1,1,9,0
7000244,1,0,2,1,6,1,36724.7,25.1,0,0,5,0
7000246,1,1,2,1,2,2,36724.7,25.1,1,2,6,0
7000247,1,0,1,0,3,2,36724.7,25.1,1,1,9,0
7000248,1,0,2,1,6,2,36724.7,25.1,0,0,9,0
7000249,1,0,2,1,1,2,36724.7,25.1,0,0,10,0
7000250,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000251,1,0,1,0,2,1,36724.7,25.1,0,0,9,0
7000252,1,0,2,1,2,3,36724.7,25.1,0,0,10,0
7000254,1,0,2,1,3,3,36724.7,25.1,0,0,9,0
7000256,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000257,1,1,2,1,2,2,36724.7,25.1,1,1,9,0
7000258,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000259,1,0,2,1,5,1,36724.7,25.1,0,0,1,1
7000260,1,1,1,0,2,2,36724.7,25.1,1,2,5,1
7000261,1,0,2,1,4,1,36724.7,25.1,0,0,3,1
7000262,1,1,2,1,4,2,36724.7,25.1,0,0,9,1
7000263,1,0,1,0,5,1,36724.7,25.1,0,0,1,0
7000264,1,0,1,0,6,2,36724.7,25.1,0,0,2,1
7000265,1,0,2,1,5,2,36724.7,25.1,0,0,9,0
7000266,1,0,1,0,2,2,36724.7,25.1,0,0,9,1
7000267,1,1,2,1,5,1,36724.7,25.1,0,0,5,0
7000268,1,0,2,1,3,1,36724.7,25.1,1,1,3,0
7000269,1,0,1,0,4,2,36724.7,25.1,0,0,9,0
7000270,1,1,1,0,3,1,36724.7,25.1,1,2,9,1
7000271,1,0,1,0,3,3,36724.7,25.1,1,2,9,0
7000272,1,1,2,1,3,2,36724.7,25.1,1,2,7,1
7000274,1,0,2,1,2,2,36724.7,25.1,1,3,5,0
7000275,1,1,1,0,3,2,36724.7,25.1,1,2,9,1
7000276,1,0,1,0,1,2,36724.7,25.1,1,1,10,0
7000278,1,0,2,1,4,1,36724.7,25.1,0,0,6,0
7000279,1,0,2,1,3,2,36724.7,25.1,0,0,4,0
7000280,1,0,1,0,4,2,36724.7,25.1,0,0,7,1
7000281,1,0,1,0,5,3,36724.7,25.1,0,0,3,0
7000282,1,1,1,0,6,3,36724.7,25.1,0,0,1,1
7000283,1,0,1,0,6,1,36724.7,25.1,0,0,9,1
7000284,1,0,1,0,5,1,36724.7,25.1,0,0,1,0
7000285,1,0,2,1,6,1,36724.7,25.1,0,0,3,0
7000286,1,1,1,0,3,2,36724.7,25.1,0,0,7,1
7000287,1,0,1,0,5,2,36724.7,25.1,0,0,2,0
7000288,1,0,1,0,4,1,36724.7,25.1,0,0,9,1
7000289,1,0,2,1,4,1,36724.7,25.1,0,0,9,1
7000290,1,1,1,0,3,1,36724.7,25.1,1,3,6,0
7000291,1,0,2,1,3,2,36724.7,25.1,1,2,9,0
7000292,1,0,2,1,2,1,36724.7,25.1,1,1,6,1
7000293,1,0,2,1,1,1,36724.7,25.1,0,0,7,1
7000294,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000295,1,0,1,0,6,2,36724.7,25.1,0,0,9,0
7000296,1,0,1,0,3,2,36724.7,25.1,0,0,5,1
7000297,1,1,2,1,6,2,36724.7,25.1,0,0,3,0
7000298,1,0,1,0,1,2,36724.7,25.1,1,1,10,0
7000299,1,0,1,0,3,1,36724.7,25.1,1,4,3,0
7000300,1,0,2,1,4,1,36724.7,25.1,0,0,4,1
7000301,1,0,2,1,1,1,36724.7,25.1,0,0,10,1
7000303,1,0,1,0,4,1,36724.7,25.1,0,0,9,1
7000304,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000305,1,0,2,1,3,1,36724.7,25.1,1,2,7,1
7000306,1,0,2,1,5,1,36724.7,25.1,0,0,7,1
7000307,1,0,1,0,4,1,36724.7,25.1,0,0,4,1
7000308,1,1,2,1,4,3,36724.7,25.1,0,0,2,1
7000310,1,0,2,1,5,1,36724.7,25.1,0,0,6,0
7000311,1,0,2,1,1,1,36724.7,25.1,1,3,10,0
7000312,1,1,2,1,3,1,36724.7,25.1,0,0,4,0
7000313,1,0,1,0,6,1,36724.7,25.1,0,0,6,0
7000314,1,0,2,1,2,1,36724.7,25.1,1,1,5,0
7000315,1,0,2,1,2,2,36724.7,25.1,1,2,2,0
7000316,1,0,2,1,2,3,36724.7,25.1,0,0,9,1
7000318,1,0,1,0,6,2,36724.7,25.1,0,0,9,0
7000319,1,0,2,1,3,2,36724.7,25.1,0,0,6,1
7000320,1,0,1,0,5,1,36724.7,25.1,0,0,5,0
7000321,1,0,2,1,4,1,36724.7,25.1,1,1,8,0
7000322,1,0,1,0,4,2,36724.7,25.1,0,0,3,1
7000323,1,0,2,1,4,1,36724.7,25.1,0,0,5,0
7000324,1,0,2,1,1,1,36724.7,25.1,0,0,10,1
7000325,1,0,2,1,6,1,36724.7,25.1,0,0,5,0
7000326,1,0,1,0,3,1,36724.7,25.1,1,1,9,1
7000328,1,0,1,0,3,1,36724.7,25.1,0,0,4,0
7000329,1,0,2,1,4,1,36724.7,25.1,0,0,3,1
7000330,1,0,1,0,4,1,36724.7,25.1,1,1,5,1
7000331,1,0,1,0,1,1,36724.7,25.1,1,2,10,0
7000332,1,0,1,0,5,1,36724.7,25.1,0,0,9,1
7000333,1,0,2,1,6,1,36724.7,25.1,0,0,4,0
7000334,1,0,2,1,3,1,36724.7,25.1,1,2,5,0
7000335,1,0,1,0,4,1,36724.7,25.1,0,0,1,0
7000336,1,0,1,0,3,1,36724.7,25.1,1,2,7,0
7000337,1,0,1,0,1,3,36724.7,25.1,0,0,10,0
7000338,1,0,2,1,1,3,36724.7,25.1,1,1,5,0
7000339,1,0,1,0,2,3,36724.7,25.1,1,3,9,0
7000340,1,1,2,1,1,3,36724.7,25.1,0,0,10,1
7000341,1,0,2,1,3,1,36724.7,25.1,0,0,9,1
7000342,1,1,2,1,4,2,36724.7,25.1,0,0,8,1
7000343,1,0,2,1,3,2,36724.7,25.1,1,3,9,0
7000344,1,1,1,0,4,3,36724.7,25.1,1,1,8,0
7000345,1,1,2,1,2,3,36724.7,25.1,1,1,6,0
7000346,1,0,2,1,3,2,36724.7,25.1,0,0,9,1
7000347,1,1,1,0,6,1,36724.7,25.1,0,0,3,0
7000348,1,0,2,1,2,2,36724.7,25.1,1,2,6,0
7000349,1,0,2,1,3,2,36724.7,25.1,1,2,5,0
7000350,1,0,1,0,5,1,36724.7,25.1,0,0,3,0
7000351,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000352,1,0,2,1,5,1,36724.7,25.1,0,0,9,0
7000354,1,1,1,0,5,1,36724.7,25.1,0,0,8,1
7000355,1,1,1,0,6,2,36724.7,25.1,0,0,3,0
7000356,1,0,1,0,2,2,36724.7,25.1,0,0,4,0
7000358,1,0,1,0,1,1,36724.7,25.1,0,0,9,1
7000359,1,0,1,0,3,1,36724.7,25.1,1,1,6,1
7000360,1,0,1,0,2,2,36724.7,25.1,0,0,9,0
7000361,1,0,1,0,2,3,36724.7,25.1,0,0,3,0
7000362,1,0,2,1,6,2,36724.7,25.1,0,0,5,0
7000363,1,0,1,0,1,2,36724.7,25.1,0,0,5,0
7000364,1,0,1,0,1,1,36724.7,25.1,0,0,6,0
7000365,1,0,2,1,4,1,36724.7,25.1,0,0,3,1
7000366,1,0,2,1,2,1,36724.7,25.1,1,3,1,1
7000367,1,1,2,1,2,2,36724.7,25.1,0,0,10,0
7000368,1,0,1,0,5,1,36724.7,25.1,0,0,4,1
7000369,1,1,2,1,6,2,36724.7,25.1,0,0,3,0
7000370,1,0,1,0,6,1,36724.7,25.1,0,0,2,0
7000371,1,0,2,1,1,1,36724.7,25.1,0,0,8,1
7000372,1,0,1,0,1,1,36724.7,25.1,0,0,9,1
7000373,1,0,2,1,4,1,36724.7,25.1,0,0,9,1
7000374,1,0,1,0,3,1,36724.7,25.1,1,1,3,1
7000375,1,0,1,0,2,1,36724.7,25.1,0,0,7,0
7000376,1,0,1,0,5,1,36724.7,25.1,0,0,4,0
7000377,1,0,2,1,1,2,36724.7,25.1,0,0,10,0
7000378,1,0,2,1,6,1,36724.7,25.1,0,0,2,0
7000379,1,0,2,1,4,1,36724.7,25.1,0,0,6,0
7000380,1,1,2,1,4,3,36724.7,25.1,0,0,7,1
7000381,1,1,2,1,3,2,36724.7,25.1,1,3,2,0
7000383,1,1,1,0,4,3,36724.7,25.1,0,0,3,1
7000384,1,1,1,0,3,3,36724.7,25.1,0,0,9,1
7000385,1,0,1,0,3,1,36724.7,25.1,1,2,9,1
7000386,1,0,2,1,2,1,36724.7,25.1,1,3,9,0
7000387,1,0,1,0,6,1,36724.7,25.1,0,0,1,1
7000388,1,1,2,1,6,1,36724.7,25.1,0,0,1,0
7000390,1,0,2,1,3,1,36724.7,25.1,1,2,5,1
7000392,1,0,2,1,5,2,36724.7,25.1,0,0,5,1
7000393,1,0,2,1,2,1,36724.7,25.1,0,0,8,0
7000394,1,0,1,0,6,2,36724.7,25.1,0,0,1,0
7000395,1,0,2,1,4,1,36724.7,25.1,0,0,9,0
7000396,1,0,2,1,3,1,36724.7,25.1,1,3,6,0
7000397,1,0,2,1,5,1,36724.7,25.1,0,0,7,0
7000398,1,1,2,1,3,2,36724.7,25.1,1,2,9,1
7000399,1,1,2,1,6,2,36724.7,25.1,0,0,9,0
7000400,1,0,2,1,3,2,36724.7,25.1,1,2,4,1
7000401,1,1,2,1,2,1,36724.7,25.1,1,1,6,0
7000402,1,0,1,0,4,2,36724.7,25.1,1,2,5,1
7000403,1,0,2,1,4,1,36724.7,25.1,0,0,3,0
7000404,1,1,2,1,3,2,36724.7,25.1,1,1,9,1
7000405,1,0,1,0,5,1,36724.7,25.1,0,0,2,1
7000406,1,0,1,0,3,2,36724.7,25.1,1,3,9,1
7000407,1,0,1,0,5,1,36724.7,25.1,0,0,1,0
7000408,1,0,2,1,4,1,36724.7,25.1,0,0,3,0
7000409,1,0,1,0,3,1,36724.7,25.1,0,0,5,1
7000410,1,1,1,0,1,1,36724.7,25.1,1,2,10,1
7000412,1,0,1,0,3,2,36724.7,25.1,0,0,6,0
7000413,1,0,1,0,2,2,36724.7,25.1,0,0,9,0
7000414,1,1,1,0,4,2,36724.7,25.1,0,0,9,1
7000415,1,1,2,1,6,1,36724.7,25.1,0,0,1,0
7000416,1,0,1,0,1,1,36724.7,25.1,0,0,10,0
7000417,1,0,2,1,2,2,36724.7,25.1,1,1,7,1
7000418,1,0,2,1,4,3,36724.7,25.1,0,0,9,1
7000419,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000420,1,1,1,0,5,2,36724.7,25.1,0,0,8,0
7000421,1,1,1,0,4,1,36724.7,25.1,1,3,3,1
7000423,1,0,1,0,4,2,36724.7,25.1,1,1,7,1
7000424,1,0,2,1,5,1,36724.7,25.1,0,0,1,0
7000425,1,1,1,0,5,1,36724.7,25.1,0,0,9,1
7000426,1,0,2,1,6,1,36724.7,25.1,0,0,9,0
7000427,1,0,2,1,1,2,36724.7,25.1,1,1,3,0
7000428,1,0,2,1,4,2,36724.7,25.1,0,0,4,0
7000429,1,0,1,0,4,2,36724.7,25.1,1,2,5,0
7000430,1,0,1,0,3,2,36724.7,25.1,0,0,6,0
7000431,1,0,2,1,1,2,36724.7,25.1,1,1,4,1
7000432,1,1,1,0,6,1,36724.7,25.1,0,0,1,0
7000433,1,0,2,1,6,2,36724.7,25.1,0,0,1,1
7000434,1,0,2,1,1,2,36724.7,25.1,1,2,10,1
7000435,1,0,2,1,3,1,36724.7,25.1,1,2,6,0
7000436,1,0,2,1,2,1,36724.7,25.1,1,1,7,1
7000437,1,0,2,1,1,1,36724.7,25.1,1,3,2,0
7000439,1,0,2,1,5,1,36724.7,25.1,0,0,1,0
7000440,1,0,1,0,1,1,36724.7,25.1,0,0,10,1
7000441,1,1,2,1,3,1,36724.7,25.1,1,1,8,1
7000442,1,0,1,0,3,2,36724.7,25.1,1,2,9,0
7000443,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000444,1,0,1,0,6,1,36724.7,25.1,0,0,1,0
7000445,1,0,2,1,2,1,36724.7,25.1,1,1,8,0
7000446,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000447,1,1,1,0,2,3,36724.7,25.1,1,1,9,1
7000448,1,0,1,0,2,1,36724.7,25.1,1,2,5,0
7000449,1,0,1,0,5,1,36724.7,25.1,0,0,1,0
7000450,1,0,2,1,3,1,36724.7,25.1,1,2,5,0
7000451,1,0,1,0,5,1,36724.7,25.1,0,0,5,1
7000452,1,0,2,1,6,2,36724.7,25.1,0,0,1,0
7000453,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000454,1,1,1,0,3,2,36724.7,25.1,1,3,6,0
7000456,1,0,2,1,6,1,36724.7,25.1,0,0,1,0
7000457,1,0,2,1,3,1,36724.7,25.1,1,2,9,1
7000458,1,1,2,1,5,1,36724.7,25.1,0,0,5,1
7000460,1,0,1,0,4,1,36724.7,25.1,0,0,3,1
7000461,1,0,2,1,1,2,36724.7,25.1,0,0,10,1
7000462,1,0,2,1,5,1,36724.7,25.1,0,0,1,0
